text,label
"RESULTS: In both cases, magnetic resonance imaging demonstrated multiple small high-intensity areas in the cerebral white matter and spinal cord, while cerebrospinal fluid examination disclosed mononuclear cell increase and protein elevation including myelin basic protein, all of which simulated the features of multiple sclerosis.",0
Venography demonstrated a large atrial thrombus in the superior vena cava and right atrium.,0
Suxamethonium apnoea terminated with commercial serumcholinesterase.,1
Recently there have been concerns relating to liver and now kidney toxicity.,0
"To the authors' knowledge, this is the first report in the English-language literature of spontaneous neonatal intracerebral hemorrhage, due to thrombosis of the superior or inferior vena cava.",0
OBJECTIVE: Omeprazole is one of the most widely prescribed gastric antisecretory drugs.,0
"A review of the literature found 11 children and 2 adults in whom intranasal desmopressin was associated with hyponatremia, all of whom experienced seizures or altered mental status.",1
One of the 3 patients was reexposed to etanercept later on.,0
"The lesion was successfully resected using cardiopulmonary bypass, and the diagnosis of metastatic osteogenic sarcoma was confirmed.",0
"However, the use of atypical neuroleptics in modern psychopharmacotherapy is increasing, so the incidence of NMS under these drugs may also increase.",0
Methotrexate-induced papular eruption following treatment of psoriasis has not been previously reported.,1
"Recurrent, bilateral, and severe conjunctival hemorrhages mandate the search for an underlying etiology, such as a blood dyscrasia, blood clotting disorder, or recurrent increased intrathoracic pressure caused by repetitive vomiting or coughing spells.",0
"She initially presented with pelvic and lower back pain, and imaging showed a pelvic deep venous thrombosis (DVT) and an interrupted IVC.",0
"Although this condition occurs primarily in severely myelosuppressed and immunosuppressed patients with leukemia, it may also occur in those with other advanced malignancies receiving myelosuppressive chemotherapy.",0
CONCLUSION: Fixed drug eruption is associated with many drugs but this is the first such report with omeprazole.,1
We report on two patients with PPG following breast surgery who were successfully treated with low-dose cyclosporin (2.5-5 mg/kg per day).,0
Various features are often seen during the course of the disease.,0
Bisphosphonate induced osteochemonecrosis of the jaw mimicking a tumour.,1
"Pharamcokinetic parameters were found to be significantly different from published adult parameters, such as a faster elimination rate, shorter half-life, and increased clearance.",0
Number twenty-one.,0
"In this study, we report on three individual patients who received BTX-B and who subsequently developed parasympathetic dysfunction of the visual system after injections of BTX-B at remote sites.",1
METHODS: This study is a case report description.,0
"We report the case of a lung cancer patient with bronquiloalveolar carcinoma (BAC) presenting with BOOP after chemotherapy with docetaxel and gemcitabine producing severe respiratory insufficiency, and simulating a progression of the tumor.",1
In vitro inhibition of hematopoiesis in a patient with systemic sclerosis treated with D-penicillamine.,1
"The 1-, 2- and 3-year survival rates were 100, 28.9 and 9.6% in all, and 100, 33.3 and 0% in six patients with portal vein tumor thrombosis (PVTT).",0
"Fluorescein angiogram showed presence of venous collaterals, but the pattern of the edema was atypical; optical coherence tomography (OCT) and indocyanine green angiography (ICG) were used to confirm the diagnosis of CNV.",0
Botulinum toxin is effective and safe for palatal tremor: a report of five cases and a review of the literature.,0
"We believe that mucositis was a contributing factor to this case of fatal hyperkalemia after administration of succinylcholine, with a mechanism similar to that reported with thermal injury.",1
Prompt resolution of her jaundice followed the initiation of methionine therapy.,0
Anticoagulation was maintained and the prognosis remained good.,0
"CONCLUSION: The profound hypoxemia in this case was likely due to a combination of intra- and extrapulmonary shunt, both augmented by sodium nitroprusside.",0
"This process was not reversed by lamivudine therapy, hemodialysis, and the use of a Molecular Adsorbent Recirculating System.",0
Hyperhidrosis is a debilitating condition characterised by sweating that exceeds the need of normal thermoregulation.,0
Conservative therapy with oxygen and metronidazole improved the PI symptoms.,0
"A review of the literature regarding the pathogenicity of this organism and, in particular, its occurrence as a cause of pneumonia is presented.",0
We report a case of successful surgical management of arterial thrombosis after percutaneous thrombin injection of a femoral artery pseudoaneurysm in a 69-year-old woman.,1
Warfarin was discontinued and restarted at 7.5 mg/wk.,0
"A 26-year-old Japanese man, who had been receiving medical attention for ulcerative colitis for one year, presented with diffuse erythema and pustules on his face and trunk, malaise, and fever up to 39 degrees C one day after the administration of salazosulfapyridine.",1
The cases demonstrate that ECT has significant but short-lived antipsychotic effects when used alone.,0
"Administration of high-dose intrathecal methotrexate may not lead to symptoms, as was the case in our patient.",0
"Through a literature search, we were able to identify 4 additional cases of therapy-related AML in AIDS patients following chemotherapy for lymphomas.",0
The transmethylation reaction is essential to DNA synthesis and to the maintenance of the myelin sheath by the methylation of myelin basic protein.,0
These findings support previous studies that showed that the use of aspirin during the antecedent illness may be a risk factor for the development of RS.,1
A case is described of a life threatening vasculitis of the small bowel leading to massive gastrointestinal haemorrhage which was apparently due to cytomegalovirus inclusion disease.,0
Hysteria scores on the MMPI were found to be related significantly to self-reported effects under both the drug and placebo conditions.,0
A hemogram indicated an inflammatory leukogram and a regenerative anemia with spherocytosis and thrombocytosis.,0
"Laboratory studies showed elevated creatine kinase, aspartate aminotransferase, alanine aminotransferase, and lactate dehydrogenase levels, as well as azotemia, hyperphosphatemia, hypocalcemia, and leukocytosis.",0
Tracheal mucociliary transport velocity (MCTV) was measured by timing the movement of 4 microL of mucus across the trachea.,0
It must be distinguished from bilateral occipital lobe ischemia caused by vertebrobasilar system disease.,0
Nocardial brain abscess is a rare but severe complication in patients with malignancy.,0
A 78-year-old man with severe chronic obstructive pulmonary disease presented to our pain medicine clinic for treatment of post herpetic neuralgia.,0
"In each of the three reported patients, alteration of eyelid appearance with deepening of the lid sulcus was evident as the result of topical bimatoprost therapy.",1
Management of toxic epidermal necrolysis in a 15-year-old girl.,0
Awareness of this unusual entity will help to avoid misdiagnosis of malignancy or unnecessary thoracotomy.,0
Intravenous thrombolytic therapy has become standard treatment for acute myocardial infarction (AMI).,0
A patient with acute esophageal variceal bleeding developed fatal rhabdomyolysis during treatment with a continuous intravenous infusion of vasopressin.,1
"Two months later, he was admitted to hospital with ORTHOPNEA, worsening dyspnea and cough.",0
Seven patients with congestive heart failure receiving long-term diuretic treatment (more than three years) experienced idionodal tachycardia in the presence of apparently normal serum digoxin levels.,0
"An Asian multiparous woman weighing 47 kg, who suffered from a rare myopathy, congenital fibre type disproportion, was given morphine 10 mg intramuscularly for labour analgesia.",0
"Rapamycin/sirolimus (SR), trade named Rapammune (Wyeth-Ayerst, Sydney, Australia), is a potent immunosuppressive drug associated with myelosuppression, hypertension, hyperlipidemia, and infection.",1
"(ClinicalTrials.gov number, NCT00126724.)",0
An anovulatory patient was treated with human menopausal gonadotropin and human chorionic gonadotropin.,0
"In this case, interferon alpha induced polymyositis and cardiomyopathy is diagnosed in a 33-yr-old male patient with history of chronic hepatitis B.",1
"Despite significant improvement, extended plastic surgery was necessary for facial reconstruction.",0
"He had a permanent pacemaker inserted 4 years previously for Mobitz type II AV block detected on stress electrocardiogram, which developed 1 month after initiation of lopinavir/ritonavir.",0
A 35-year-old female with borderline lepromatous (BL) leprosy who suffered from dapsone-induced erythroderma is reported.,1
We report our experience with intrathecal administration of rituximab in a 10-year-old kidney allograft recipient with PTLD in the CNS.,0
CONCLUSIONS: Infants can be exposed to clinically relevant doses of lamotrigine through breast-feeding.,0
Gelatinous transformation of bone marrow following chemotherapy for myeloma.,0
"As of December 1998, only mild ectropion persisted.",0
Serologic evaluations on presentation ruled out infectious diseases or other etiological factors.,0
METHOD: The authors present a three-case series in which risperidone was used to treat delusions of infestation.,0
Electrocardiographic findings and laboratory data indicated a diagnosis of acute myocardial infarction due to the L-thyroxine therapy.,1
The occurrence of symptoms that could be ascribed to an acute coronary syndrome should always be taken seriously during the first rituximab infusion and investigated aggressively.,1
This case suggests that acyclovir when given intravenously in doses of 10 mg/kg may result in increased serum lithium concentrations.,1
Edema disappeared two to three days after stopping therapy but reappeared in all five patients after being reexposed to the drugs.,0
We report a case of acne fulminans occurring during treatment with 13-cis-retinoic acid for cystic acne.,1
"We describe a 57-year-old woman with acute lymphoblastic leukemia who had a cavitary lesion develop in the right upper lobe caused by Cunninghamella bertholletiae, a zygomycete.",0
"Because of the specifics of the clinical history, we were unable to ascertain whether this complication was due to a single antibiotic or to the combination.",0
Osteonecrosis is not well documented as a predisposing factor of septic arthritis despite such a relationship having obvious clinical significance.,0
"Although opiates can provide patients with relief from pain and the discomfort of cough, the routine prescription of these drugs for infants demands caution and concern.",0
Syncope in a 65-year-old woman after nitrate ingestion.,1
The clinical presentation mimicked a viral exanthema.,0
Treatment of acute necrotizing pancreatitis (ANP) after TACE is the same as the accepted approach to ANP due to other causes.,0
"Therefore, patients on long-term therapy with atypical antipsychotic drugs should be screened periodically for TD.",0
Thirteen patients with squamous cell carcinoma (SCC) and 3 patients with non-SCC who had recurrent/metastatic disease received S-1 monotherapy as outpatients.,0
The possible causes of this previously unreported early complication are discussed.,0
"A 27-year-old man who had a history of bronchial asthma, eosinophilic enteritis, and eosinophilic pneumonia presented with fever, skin eruptions, cervical lymphadenopathy, hepatosplenomegaly, atypical lymphocytosis, and eosinophilia two weeks after receiving trimethoprim (TMP)-sulfamethoxazole (SMX) treatment.",1
Intraocular inflammation was minimal in all cases.,0
A second episode of jaundice followed the intravaginal administration of a mixture of furazolidone and nifuroxime.,1
Four hemodialyses with charcoal hemoperfusion were performed over 72 h.,0
"This case demonstrates that although percutaneous retrogasserian phenol injection is a relatively safe and noninvasive method of treatment for trigeminal neuralgia, severe complications may occur.",0
We report of a case of severe disseminated U. urealyticum infection in a 35-y-old kidney transplanted patient with CVID.,0
Atypical facial pain or neuralgia and lower-half headache are confusing terms and should be discarded.,0
"CASE SUMMARY: A 71-year-old woman with a history of malignant mixed mesodermal tumor involving the uterus, cervix, and vagina was admitted because of local recurrence.",0
A careful and complete medication history can help avoid unnecessary discontinuation of clinically important medications and inadvertent rechallenge with the causative agent.,0
We report a 16-year-old male who developed nephrotic syndrome related to membranous glomerulopathy with clinical and serological evidence of systemic lupus erythematosus after treatment with griseofulvin.,1
A coherent 84-year-old woman with occult CNV both eyes (OU) experienced decreased vision of 20/800 OU.,0
"The authors treated two children with Gilles de la Tourette's disease and one child with a probable combination of Gilles de la Tourette's disease and minimal brain dysfunction with methylphenidate, which resulted in exacerbation of symptoms.",0
Acute tumour lysis syndrome (TLS) is a catastrophic complication of the treatment of certain neoplastic disorders.,0
"Beginning ductopenia was present in two, suggesting that itraconazole might be responsible for the occurrence of prolonged drug-induced cholangiopathy.",1
The evidence that 5-azacytidine stimulates the production of Hb F and F cells in baboon and man is reviewed.,0
Five days of treatment with ketoconazole alone was ineffective in our patient's infection.,0
OBJECTIVE: To report 2 cases of serotonin syndrome with serious extrapyramidal movement disorders occurring when metoclopramide was coadministered with sertraline or venlafaxine.,1
Three cases of angel's trumpet tea-induced psychosis in adolescent substance abusers.,0
Setting.,0
It generally results in painless bleeding or abdominal pain.,0
Nonsustained polymorphous ventricular tachycardia during amiodarone therapy for atrial fibrillation complicating cardiomyopathy.,1
The patient presented with a painful eye and increasing vertical diplopia.,0
Dihydropyrimidine dehydrogenase (DPD) is the rate-limiting enzyme in the catabolism of 5-FU.,0
"PURPOSE: Eosinophilic jejunitis is a rare disorder of undetermined origin, which is characterized by infiltration of eosinophils in the intestine.",0
"The effects of lorcainide, a new antiarrhythmic drug, on serum electrolytes and osmolality are described in a series of 33 patients with organic heart disease and complex ventricular arrhythmias treated with lorcainide.",0
A rare complication of trigeminal nerve stimulation during radiofrequency thermocoagulation: sudden ST segment elevation.,0
Even in typical cases PPG is often misdiagnosed and therefore wrongly treated; the unknown aetiology makes treatment difficult.,0
We report a case of intrauterine contraceptive device (IUD) associated pelvic actinomycosis due to Actinomyces urogenitalis in a previously healthy young adult woman.,0
The case history of an 11-year-old boy is reported.,0
Heparin-induced hyperkalemia.,1
Meperidine-associated central nervous system (CNS) excitatory toxicities are believed to be caused by accumulation of the active metabolite normeperidine.,1
HBsAg seroconversion was achieved after an additional 12 months.,0
"In the presence of risk factors, such as cGVHD, prophylactic treatment for toxoplasmosis should be reinstituted; Trimethoprim-sulfamethoxasole most probably prevented earlier reactivation of toxoplasmosis in our patient.",0
"Antiepileptic drug hypersensitivity syndrome consists of fever, rash, and internal organ involvement and usually occurs within the first 2 months of initiation of therapy.",0
"In one patient after three tablets of Mexase a clioquinol concentration of 12 microgram/ml in plasma was found 24 hours after the specified dose, which is an unexpectedly high concentration compared to those reported as late as 24 hours after a single equal dose of Mexase or any other clioquinol-containing preparation.",0
Damage was related to both daily dose and duration of therapy and was occurring at a greater rate than its repair.,0
"Renal failure appeared 8 to 17 days after beginning gentamicin therapy and was characterized by creatinine clearances 4 to 10 ml/min, urine to plasma creatinine ratios less than 20, urinary sodium concentrations 16 to 60 mEq/liter, proteinuria, and cylindruria.",1
Ganciclovir-resistant cytomegalovirus (CMV) infection is an emerging problem in transplant recipients.,0
We report a case of severe respiratory failure due to gold salt toxicity in a patient suffering from rheumatoid arthritis requiring mechanical ventilation.,1
"The episode lasted 1 week and was followed by a dramatic fall in plasma sodium (104 mEq I-1), associated with a proportionally lesser decrease in plasma chloride and phosphate.",0
PURPOSE: The differentiating characteristics in blebitis and early and late endophthalmitis after glaucoma filtration surgery are reviewed.,0
"The first patient developed mild nitritoid symptoms and pain in a band-like distribution, corresponding to T10-T12 dermatomes, shortly after gold sodium thiomalate (GSTM) injection.",1
"The S typhimurium isolates from this patient, from other ill persons, and from raw milk were resistant to ampicillin, chloramphenicol, kanamycin sulfate, streptomycin, sulfonamide, and tetracycline.",0
CONCLUSIONS: The administration of prostaglandin E1 to neonates can cause gastric-outlet obstruction due to antral hyperplasia.,1
Drug-induced hepatitis in an acromegalic patient during combined treatment with pegvisomant and octreotide long-acting repeatable attributed to the use of pegvisomant.,1
"Acrodermatitis enteropathica with SMON almost always has a high occurrence of visual impairment, but other sensory disturbances are slight or absent, while common adult SMON is just the opposite.",0
It is imperative that dermatologists have a keen awareness of this possible adverse event given the increased use of this class of drugs.,0
"One patient who received clindamycin had liver biopsy findings of marked cholestasis, portal inflammation, bile duct injury and bile duct paucity (ductopenia).",1
CONCLUSIONS: X maltophilia is a potential intraocular pathogen in an immunocompetent host.,0
We reevaluated his cardiac parameters.,0
"Over 20 years, 877 patients with Crohn's disease, 492 women (56.1%) and 385 men (43.9%), were evaluated with patient follow-up data available for a mean of 7.8 years.",0
Nocardia asteroides peritonitis during continuous ambulatory peritoneal dialysis.,0
Environmental interventions are preferred for mild symptoms; medications are the treatment of choice for severe manifestations.,0
Acute vision loss after intravitreal injection of bevacizumab (avastin) associated with ocular ischemic syndrome.,1
CASES: Two postmenopausal women treated with tamoxifen and progestational agents for breast carcinoma developed uterine enlargement and intermittent spotting.,1
Acetylsalicylic acid enhances both minor and major bleedings.,0
"During attempted conversion from aripiprazole to clozapine, the patient experienced a significant reduction in psychiatric features.",0
Adalimumab may be effective for the treatment of PPP.,0
We hypothesize that decreased renal elimination of MTX induced by the COX-2 inhibitor resulted in enhanced hematopoietic toxicity and immunosuppression causing the EBV-associated lymphoproliferative disease.,1
Meningitis can be caused in experimental performing a lumbar puncture (LP) after bacteraemia.,0
Blastoschizomyces capitatus infection in acute leukemia patients.,0
OBJECTIVE: To predict the effectiveness of alcohol neurolysis in the treatment of persistent pain caused by the entrapment of superior cluneal nerves.,0
A 32-year-old male schizophrenic patient on ziprasidone treatment was admitted to the hospital following a seizure.,0
"Among 12 thyrotoxic patients, a patient with arrhythmogenic right ventricular dysplasia, who had been taking amiodarone for 4 years, developed thyrotoxicosis with subacute onset, accompanied by transiently positive thyrotropin (TSH) receptor antibody (TRAb), or thyrotropin-binding inhibiting immunoglobulin (TBII).",1
We report a cae of paranoid psychosis following use of a decongestant containing PPA and summarize the case report literature of psychiatric adverse effects to PPA in which doses were known and stated to be within recommended guidelines.,1
"We conclude that (a) cyclophosphamide is a human teratogen, (b) a distinct phenotype exists, and (c) the safety of CP in pregnancy is in serious question.",1
Ischaemia following selfadministered intra-arterial injection of methylphenidate and diamorphine.,1
CONCLUSIONS: The results of our study suggest that the pharmacokinetics of parent ifosfamide may not be substantially altered in patients with renal failure.,0
"In addition, lipid abnormalities (mainly hypertriglyceridaemia) are also found more frequently in hypertensive patients than in normotensives.",0
Diagnosis and treatment of chronic postoperative bacterial endophthalmitis.,0
"The patient presented with several actinic keratoses, squamous cell carcinomas, and multiple keratoacanthomas, one of which was pigmented.",0
Addition of lithium carbonate resulted in a sustained remission with maintenance treatments.,0
AIM: Report of a case of a woman patient who developed celiac disease after pegylated interferon alpha-2a and ribavirin use for chronic hepatitis C.,1
Clinical signs of peripheral neuropathy developed 2 weeks and 12 months after the initiation of TNF-alpha antagonists.,0
"BACKGROUND: In the past 9 years, drugs for erectile dysfunction (ED) have been increasingly prescribed for men with erectile difficulty.",0
Unexpected severe reversible cyclosporine A-induced nephrotoxicity in a patient with systemic lupus erythematosus and tubulointerstitial renal disease.,1
"Shortly after chemotherapy and an injection of pegfilgrastim, the patient developed poorly defined, rapidly progressive erythema, edema, and pain in his right forearm.",1
STUDY DESIGN: A case report.,0
A young woman with epilepsy had tonic-clonic seizures during antineoplastic therapy with adriamycin and cisplatin.,1
"The use of real-time ultrasonography enabled us to image this infant's aortoiliac thrombosis in an accurate, noninvasive manner and monitor the effectiveness of thrombolytic therapy.",0
The mechanism of RTA induced by FK506 has not yet been clearly elucidated.,1
"Although with current ulcer therapy (H-2 blockers, omeprazole, and sucralfate), the frequency of milk-alkali syndrome has decreased significantly, the classic triad of hypercalcemia, alkalosis, and renal impairment remains the hallmark of the syndrome.",0
Computed tomography guided core needle biopsy diagnosis of pelvic actinomycosis.,0
"Close monitoring of INR is recommended, and warfarin dosage adjustment may be necessary.",0
"Dural sinus thrombosis developed in two children with acute lymphoblastic leukemia during induction treatment with vincristine sulfate, prednisone, and asparaginase.",1
Robust guidelines and highlighting patients with risk factors are required to prevent this complication from recurring.,0
Only a prospective two-arm ALL dexamethasone study at two dose levels (6 and 10 mg/m(2)/day) will clarify if indeed the higher dose of dexamethasone during induction is more effective and without unacceptable toxicity.,0
We report the case of a 33-year-old man who presented with a large B-cell non Hodgkin's lymphoma presenting as acute pancreatitis.,0
The finding of decreased lymphocyte Mg and potassium contents proved the existence of cellular Mg depletion associated with normal serum Mg levels in five patients and with hypomagnesemia in the other two.,0
"There are several factors which might promote a peripheral ischemic response to vasopressin in the bleeding cirrhotic patient, including altered resting hemodynamics, increased resting sympathetic tone, impaired vasodilation as a compensatory response to vasopressin, and reduced hepatic drug clearance.",0
We describe a 57-year-old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx.,1
Foscarnet is used as therapy of cytomegalovirus (CMV) infection in immunosuppressed subjects.,0
No connection could be demonstrated between the eruption and other drugs or chemicals.,0
Our results suggest that patients with CLL in whom AML/MDS develops have similar prognoses to other patients with AML/MDS.,0
It can be postulated that increased excitability of anterior horn cells at a certain segment might make a spino-bulbo-spinal reflex manifest at the corresponding segment.,0
Total excision of the lesions with concomitant four-combined antituberculous therapy proved successful.,0
"CONCLUSIONS: Patients receiving intravitreal injections of bevacizumab should be evaluated for potential systemic risk factors such as carotid insufficiency, coagulopathy and poorly controlled diabetes mellitus.",1
The authors describe a case of neuroleptic malignant syndrome that occurred in a patient on amitriptyline and lithium carbonate.,1
"Idiosyncratic pulmonary reactions to nitrofurantoin are not unusual, often presenting as eosinophilic pneumonia.",1
A case of contact dermatitis due to sodium bisulfite in an ophthalmic solution.,1
Self induced photosensitive epilepsy.,0
Both of the mothers were on methadone maintenance for narcotic dependency prior to the diagnosis of pregnancy.,0
Stool specimen was streaked with blood.,0
"However, serum HBV DNA turned detectable again after 9 months of LAM therapy and a YMDD mutation was detected.",0
"A 47 year-old woman who had a 4-year history of intramuscular pentazocine injections in the lower extremities, developed gradual stiffness and weakness of the lower extremities.",1
Iatrogenic Mycobacterium infection after an epidural injection.,0
"A total of 1.5% (n = 41) and 2.0% (n = 52) of patients were receiving fluoxetine or tricyclics (amitriptyline or nortriptyline, n = 31; imipramine or desipramine, n = 16; protriptyline or trimipramine, n = 5).",0
The abscess was treated with aspiration and appropriate antibiotic therapy and its complete resolution was confirmed by CT scan.,0
"It is important for oncologists to recognize this complication and prevent its development if bulky metastatic disease and several pre-existing risk factors, such as multiple and bulky liver metastases, elevated lactate dehydrogenase, and hyperuricemia, are present.",0
"RESULTS: After 4- to 14-month period of therapy with the combination of indapamide (2.5 mg/day) and fosinopril (10 mg/day) in three patients and 6-month period of monotherapy with indapamide (2.5 mg/day) in one patient, glucose levels of all patients increased and achieve criteria of diabetes diagnoses.",1
"In high-risk patients with NSTE ACS for whom an early invasive strategy is planned, enoxaparin and UFH are the agents with the highest level of evidence (evidence level A).",0
Reversible corneal keratinization following trabeculectomy and treatment with 5-fluorouracil.,1
"This form of treatment is easily administered, is repeatable and free from serious complications.",0
"In the present paper the authors describe 2 female patients who developed incontinence secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline, as well as a third who developed this side effect on venlafaxine.",1
"An objective causality assessment indicated a probable relationship between clotting abnormality and warfarin administration, although the degree of elevation of the INR was unusual in the light of the daily warfarin dose and duration of its exposure.",1
Measures to minimize transfusion related malaria are discussed.,0
"A 62-year-old woman who was being treated for squamous cell carcinoma of the head and neck developed a chemotherapy-related hemolytic-uremic syndrome during the second cycle of neoadjuvant chemotherapy consisting of cisplatin, bleomycin, and methotrexate.",1
CASES REPORT: Three eyes of three patients with mCNV were examined with fluorescein angiography (FA) and ICGA using Heidelberg Retinal Angiograph 2 and the conventional fundus camera before and after IVB.,0
It mandates emergency open heart surgery if hemostasis is not achieved promptly.,0
"A child in whom a phenobarbital hypersensitivity drug reaction developed which consisted of fever, a pruritic desquamating erythrodermic rash, alopecia, icterus, protein-losing enteropathy, myositis, and nephritis, is described.",1
"Chronic ischemic changes in the white matter may have been an additional factor in the causation and, most likely, in the duration of his status.",0
Two patients became culture-negative for S. oslo on treatment with this combination.,0
"These findings are consistent with an immune-complex form of glomerulopathy in which gold is neither the antigen nor a hapten in the glomerular deposits, and they suggest the hypothesis that antibodies to tubular epithelial antigens induced by gold therapy may be a causative factor in the renal disease associated with gold therapy in rheumatoid arthritis.",1
A brief review of organophosphate poisoning and the unique features of our case are presented.,0
He was followed exclusively by the psychiatry service for more than a year.,0
It is concluded that selective 5-HT4 agonists could be potentially useful to improve bladder emptying in micturition disorders associated with detrusor hypocontractility.,0
"Methemoglobinemia is another common finding among patients receiving dapsone therapy, but rarely does it result in prominent symptoms other than transient pallor.",1
"Metoclopramide-induced parkinsonism is not rare, and appropriate dose reduction in patients with renal failure will help reduce the incidence of this morbidity.",1
"DISCUSSION: To our knowledge, this is the first case report illustrating neuralgic amyotrophy triggered by exposure to the antibiotics vancomycin, tobramycin, and piperacillin/tazobactam.",1
"Although adverse effects are usually mild, the author reports here a case of leucocytopenia and thrombocytopenia with quetiapine treatment that required its discontinuation.",1
"Overall, the prevalence of patients lacking both lipodystrophy and serum lipid abnormalities was markedly higher for the cases than for the controls (69.5 vs. 13%, P<0.001).",0
PURPOSE: A case of probable enoxaparin-induced hepatotoxicity is described.,1
"Eighty-two patients with various malignancies who received imipenem/cilastatin 143 times for neutropenic fever between March 1994 and October 1999 in Department of Pediatric Oncology, Gazi University, were identified.",1
"In turn, it may cause inflammation in such rapidly dividing tissues as the corneal epithelium, conjunctiva, and tear duct.",0
"METHOD: Case analysis of a poly-drug overdose (venlafaxine, topiramate, divalproex sodium, risperidone, and carbamazepine) presenting with mixed SS/NMS features and whose clinical management suggests a practical algorithm for treatment of undifferentiated SS/NMS in critical care settings.",1
"Following the institution of intravenous therapy with acyclovir, the patient developed fever, hemoptysis, and a pleural friction rub.",1
"In one patient the vasculitis resolved after termination of the ciprofloxacin therapy; in the other patient the ciprofloxacin-induced hemorrhagic vasculitis was superimposed on a severe forefoot infection, leading to progressive gangrene and a below-knee amputation.",1
"We report the first case of fulminant adult respiratory distress syndrome (ARDS) associated with pegylated interferon alpha-2a (pegIFNalpha-2a) and ribavirin use for hepatitis C, complicated by subsequent and ultimately fatal sepsis and multiorgan failure.",1
We describe the case of a 36 year old patient who was admitted to the intensive care unit (ICU) for an acute asthma attack that failed to respond to conventional treatment and required mechanical ventilation.,0
"In addition, we know of no evidence specific to the treatment effect of epoetin alfa and/or darbepoetin alfa on A1C.",0
Two cases of polyarteritis nodosa and one case of pityriasis rosea-like drug eruption.,0
Capecitabine-induced multifocal leukoencephalopathy: a report of five cases.,1
"An episode of leukoencephalopathy is reported in a 13-year-old girl who, after standard radiotherapy for a posterior fossa medulloblastoma, received 8 treatments with a protocol containing a 4-hour infusion of 500 mg/m2 methotrexate and 12 mg intrathecal methotrexate.",1
"We conclude that while thrombocytopenia and schistocytosis can be seen in quinine-associated TTP/HUS, the pathophysiology seems to be distinct from that seen in most cases of idiopathic TTP (i.e., severely decreased ADAMTS13 with an inhibitor).",1
Switching patients from olanzapine SOT to olanzapine ODT treatment resulted in significant weight loss that was maintained during 12 months in both case reports.,0
Treatment of lithium tremor with metoprolol.,1
Hemophagocytic lymphohistiocytosis in a pancreas-kidney transplant recipient: response to dexamethasone and cyclosporine.,0
The authors report five additional cases of capecitabine-induced multifocal leukoencephalopathy.,1
Real-time ultrasound imaging prevented inadvertent injury to the esophagus as well as the thyroid gland and vessels.,0
Anaphylaxis from isoniazid is a possible side effect to this commonly prescribed antibiotic.,1
Administration of intravenous nitroglycerin in a patient with idiopathic pulmonary hypertension resulted in an increase in pulmonary artery pressure associated with a decrease in blood flow that is best explained by an increase in pulmonary vascular resistance.,1
"PATIENT AND METHOD: A 34-year-old woman with chronic hepatitis C, genotype 3, receiving pegylated interferon alpha-2a and ribavirin for 6 months, developed progressive malaise and anemia 6 months after the end of treatment.",1
Both reactions were categorized as probable according to the Naranjo probability scale.,0
Differential diagnosis and treatment of this condition are discussed.,0
Psychosis in a 12-year-old HIV-positive girl with an increased serum concentration of efavirenz.,1
"Fortunately, no lower back pain has recurred.",0
The rationale of suggesting N-AC and IVIG for the treatment of this syndrome relies on the theoretical synergistic effects of the two agents.,0
"On the fifth day after administration of a high dose of ARA-C (2 g/m2 intravenously every 12 hours), she developed bullous lesions on the hands and soles that disseminated, evolving to necrosis, sepsis, and death on the 22nd day.",1
METHODS: A 68-year-old man developed intense conjunctival hyperemia and cystoid macula edema after switching from latanoprost to bimatoprost 9 months after cataract surgery in an eye at low-risk for this cystoid macular edema.,1
"Transvaginal intratubal insemination, ectopic pregnancy and treatment by single-dose parenteral methotrexate.",0
The images obtained were compared with images from patients without corneal disease.,0
Occlusion of the right brachial and right femoral artery was ascertained by Doppler ultrasound.,0
Caution with use of cimetidine in tolazoline induced upper gastrointestinal bleeding.,1
(3) A 61-year-old woman with active refractory Wegener's granulomatosis who developed respiratory insufficiency due to aspergillus and pseudomonas pneumonia.,0
Role of ciclosporin in steroid-responsive sudden sensorineural hearing loss.,0
"Ptosis occurring 24 h after chloroquine therapy, with full recovery 48 h after cessation of chloroquine, has not been described previously.",1
We describe a case that involves fracture of a stent deployed to nominal pressure.,0
The multiple comedones and ruptured epidermoid cysts are newly reported adverse effects of imiquimod therapy.,1
"Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever, pulmonary infiltrates, and hypoxia.",1
Paclitaxel was an effective therapy in this setting.,0
"Postoperatively, he was started on sulindac (Clinoril) 100 mg twice a day.",0
Skin-prick tests were performed for the antibiotics he received earlier in the day and the cyclosporine.,0
Pathophysiologic concerns have also been a key reason why physicians have avoided using beta-blockers in patients with diabetes.,0
"Familiarity with these hair practices will aid in the accurate diagnosis, prevention, and proper management of this problem.",0
"Unfortunately, the access device frequently provides a foci for debilitating infections.",0
A 63-year-old man with decreased vision due to postsurgical chronic cystoid macular edema that was recalcitrant to topical nonsteroidal anti-inflammatory drops had resolution of cystoid macular edema after intravitreal triamcinolone injection.,0
The patient experienced two episodes of angioedema within a 10-hour period.,0
Massive subchorionic hematomas following thrombolytic therapy in pregnancy.,0
